100000;16041800
200000;25824900
300000;28673400
400000;28561500
500000;42475000
600000;43217700
700000;42865300
800000;44959300
900000;33968100
1000000;39372300
1100000;44583500
1200000;43970600
1300000;54961100
1400000;62231900
1500000;72512500
1600000;70941800
1700000;79505800
1800000;89369500
1900000;94084400
2000000;97159600
2100000;108346400
2200000;122786500
2300000;134258800
2400000;171625300
2500000;242424900
2600000;196429600
2700000;194958700
2800000;187566100
2900000;302696700
3000000;205914600
3100000;277915300
3200000;239934300
3300000;270494800
3400000;218820500
3500000;381686500
3600000;255122000
3700000;294749100
3800000;368141500
3900000;295681000
4000000;392489400
4100000;353680300
4200000;347906300
4300000;330688400
4400000;416485900
4500000;390968300
4600000;346692400
4700000;405238900
4800000;384552100
4900000;445689400
5000000;443052100
5100000;478833900
5200000;503755700
5300000;538779900
5400000;457239700
5500000;491399100
5600000;458450800
5700000;482004000
5800000;599777900
5900000;612358400
6000000;598221200
6100000;585512100
6200000;535463100
6300000;596465500
6400000;601492500
6500000;590705800
6600000;697328100
6700000;636574300
6800000;646507500
6900000;706929000
7000000;685090500
7100000;628056000
7200000;694043800
7300000;721546000
7400000;790198000
7500000;745386800
7600000;712337800
7700000;730548200
7800000;742460000
7900000;775739900
8000000;932721800
8100000;847613100
8200000;905275800
8300000;845620900
8400000;877019900
8500000;902277200
8600000;853766600
8700000;1017200900
8800000;963725200
8900000;857253300
9000000;930523900
9100000;1046610900
9200000;965947700
9300000;932724400
9400000;943011200
9500000;1023406800
9600000;1113982600
9700000;1024689900
9800000;1070683100
9900000;1149334300
10000000;1131677300
10100000;1102313400
10200000;1238207600
10300000;1102451500
10400000;1196540200
10500000;1310749400
10600000;1281376800
10700000;1271617600
10800000;1281883900
10900000;1252688700
11000000;1326884200
11100000;1363169200
11200000;1448986600
11300000;1366388500
11400000;1416215700
11500000;1493876000
11600000;1440142100
11700000;1408063600
11800000;1397640800
11900000;1394187200
12000000;1475084500
12100000;1510581100
12200000;1450209100
12300000;1484926300
12400000;1545605400
12500000;1567633800
12600000;1595098300
12700000;1538284200
12800000;1633187900
12900000;1880295300
13000000;1888122000
13100000;1742748400
13200000;1706232100
13300000;1707531200
13400000;1700554100
13500000;1699226200
13600000;1830891600
13700000;1841842400
13800000;1801454600
13900000;1951569600
14000000;1903847000
14100000;1921297100
14200000;1857120100
14300000;2041419700
14400000;1802405500
14500000;1988506300
14600000;1943430500
14700000;2036497800
14800000;2085748500
14900000;2205395900
15000000;2085963600
15100000;2030229200
15200000;2458799300
15300000;2543440100
15400000;2277409500
15500000;2200402300
15600000;2308594500
15700000;2248807300
15800000;2242103200
15900000;2452088400
16000000;2332529700
16100000;2344391500
16200000;2454863100
16300000;2404452200
16400000;2277353200
16500000;2321541700
16600000;2598160200
16700000;2526092200
16800000;2637554600
16900000;2366612500
17000000;2505397200
17100000;2580825900
17200000;2450199000
17300000;2476711300
17400000;2589772100
17500000;2554434300
17600000;2614330900
17700000;2767739500
17800000;2772085900
17900000;2924929500
18000000;2623738700
18100000;2741979800
18200000;2875193800
18300000;2606211400
18400000;2705081000
18500000;2671933700
18600000;2686410400
18700000;2714965900
18800000;2751670400
18900000;2785876600
19000000;2915554000
19100000;3001235700
19200000;2914495300
19300000;2813636000
19400000;2990269700
19500000;2929802200
19600000;2901649400
19700000;3111925800
19800000;3061540100
19900000;3135498100
20000000;3075982900
